serial,participant,trial,angle,is.correct,rt
869,7,157,40,1,2.000211145
870,7,160,120,1,1.059494848
871,7,166,120,1,1.27562927
872,7,168,40,1,0.957585314
873,7,174,80,1,0.922308727
874,7,175,0,1,0.728400726
875,7,178,160,1,1.69372293
876,7,181,80,1,1.775009509
877,7,186,120,1,0.803439372
878,7,188,160,1,1.161746081
879,7,192,0,1,0.850641477
880,7,193,160,1,1.370717971
881,7,199,120,1,0.922619063
882,7,204,0,1,0.874519134
883,7,206,40,1,0.661573773
884,7,207,0,1,0.552827725
885,7,218,40,1,0.588288472
886,7,225,120,1,1.045267883
887,7,232,40,1,0.782982707
888,7,235,160,1,1.366488135
889,7,247,80,1,0.990718722
890,7,264,120,1,1.295459062
891,7,266,0,1,0.807355953
892,7,268,40,1,1.026361805
893,7,273,80,1,0.918420954
894,7,275,80,1,0.862506095
895,7,278,0,1,0.640641575
896,7,281,160,1,0.938725915
897,7,283,40,1,0.775579492
898,7,284,120,1,0.687679214
899,7,292,40,1,0.608850892
900,7,297,160,1,1.238854243
901,7,306,120,1,1.155231208
902,7,310,80,1,0.737579895
903,7,317,80,1,1.211022078
904,7,321,40,1,0.911306195
905,7,323,160,1,2.01169541
906,7,325,160,1,1.132392503
907,7,330,120,1,2.016909131
908,7,332,80,1,1.383247386
909,7,334,40,1,0.629328343
910,7,335,40,1,1.606735062
911,7,338,80,1,1.324771797
912,7,341,160,1,1.657783003
913,7,344,0,1,0.86978605
914,7,350,160,1,2.037321306
915,7,351,120,1,1.970640587
916,7,363,40,1,0.779385943
917,7,374,160,1,0.88101942
918,7,381,0,1,0.652137509
919,7,382,160,1,1.929235679
920,7,385,40,1,1.34007017
921,7,391,120,1,1.253056411
922,7,394,80,1,0.978683802
923,7,396,0,1,0.649983025
924,7,406,0,1,1.541346378
925,7,409,80,1,0.852903905
926,7,410,80,1,1.428266562
927,7,413,120,1,0.832033702
928,7,415,120,1,2.918307905
929,7,418,120,1,0.939466564
930,7,421,160,1,1.595867459
931,7,424,80,1,1.060564068
932,7,427,0,1,0.692974987
933,7,428,80,1,0.736049
934,7,431,120,1,1.265478248
935,7,432,160,1,0.89366079
936,7,434,40,1,0.660290491
937,7,438,40,1,0.601649705
938,7,440,0,1,1.446562543
939,7,450,160,1,1.864896158
940,7,451,40,1,0.830561519
941,7,457,40,1,1.053384032
942,7,462,120,1,1.387378031
943,7,464,40,1,1.170249877
944,7,470,160,1,0.893206408
945,7,471,80,1,0.785303847
946,7,472,120,1,1.056154814
947,7,478,120,1,1.631144776
948,7,482,80,1,0.586122682
949,7,483,120,1,1.516144596
950,7,484,80,1,0.728394526
951,7,488,160,1,1.336225429
952,7,489,40,1,0.707441907
953,7,490,120,1,2.245191521
954,7,492,40,1,1.274935663
955,7,495,80,1,0.810144604
956,7,496,0,1,0.611387553
957,7,500,120,1,1.321553198
958,7,501,80,1,0.942008696
959,7,505,120,1,0.732292874
960,7,518,160,1,2.426077434
961,7,521,40,1,1.125162142
962,7,526,0,1,1.005764377
963,7,529,40,1,1.019862978
964,7,535,160,1,1.225910924
965,7,542,80,1,0.816963613
966,7,546,160,1,1.290752965
967,7,554,40,1,0.687707294
968,7,559,80,1,1.597365533
969,7,562,120,1,1.512447546
970,7,569,160,1,0.909757066
971,8,4,40,1,1.227337888
972,8,8,160,1,3.146549816
973,8,13,80,1,1.307327691
974,8,14,40,1,1.171537536
975,8,16,160,1,2.065520331
976,8,20,160,1,3.793027609
977,8,25,80,1,1.404704347
978,8,26,80,1,1.726795073
979,8,30,160,1,2.330982169
980,8,37,40,1,1.248065504
981,8,40,120,1,1.976625591
982,8,42,80,1,2.08763662
983,8,46,0,1,0.85405627
984,8,55,160,1,2.074181301
985,8,58,80,1,0.880459648
986,8,59,120,1,1.535138559
987,8,61,80,1,1.084574466
988,8,71,0,1,0.968424108
989,8,72,120,1,1.038315768
990,8,73,40,1,0.931424079
991,8,86,80,1,1.19721558
992,8,87,40,1,1.076946977
993,8,91,120,1,1.224227961
994,8,93,120,1,1.288606867
995,8,95,120,1,1.103629694
996,8,99,120,1,1.926589616
997,8,105,0,1,0.814069573
998,8,113,120,1,2.067762702
999,8,115,40,1,1.007807637
1000,8,117,160,1,0.876434029
1001,8,118,160,1,1.124679316
1002,8,122,80,1,1.159773568
1003,8,125,40,1,0.705063878
1004,8,127,120,1,1.006085289
1005,8,130,160,1,1.76286227
1006,8,137,0,1,1.22477971
1007,8,140,160,1,1.52793482
1008,8,152,0,1,0.973929203
1009,8,153,40,1,0.68606408
1010,8,159,160,1,1.628171237
1011,8,164,0,1,0.671815963
1012,8,168,80,1,1.971604052
1013,8,170,80,1,0.916982686
1014,8,172,160,1,2.450148002
1015,8,175,40,1,1.026269179
1016,8,178,0,1,0.621102791
1017,8,182,120,1,1.692619066
1018,8,186,160,1,2.569573118
1019,8,188,40,1,0.835490067
1020,8,198,0,1,0.842475003
1021,8,202,160,1,2.18991812
1022,8,204,120,1,1.84035188
1023,8,205,80,1,1.346904496
1024,8,215,120,1,1.164965409
1025,8,220,40,1,0.759730099
1026,8,226,40,1,0.71486992
1027,8,231,40,1,1.130762417
1028,8,238,40,1,1.037972246
1029,8,239,40,1,0.844414331
1030,8,242,160,1,1.17027431
1031,8,253,80,1,0.975240201
1032,8,255,80,1,1.15930934
1033,8,259,40,1,1.072529335
1034,8,266,120,1,1.125840433
1035,8,270,80,1,1.371398085
1036,8,289,0,1,0.892607251
1037,8,296,80,1,1.15508388
1038,8,299,80,1,2.100407449
1039,8,301,40,1,1.077982647
1040,8,304,40,1,0.781499584
1041,8,311,120,1,1.149761486
1042,8,314,160,1,1.172594356
1043,8,325,40,1,0.93740033
1044,8,327,160,1,1.951483615
1045,8,328,40,1,0.740252579
1046,8,347,0,1,0.844153225
1047,8,351,40,1,0.8076218
1048,8,352,80,1,0.919601763
1049,8,355,0,1,1.02146389
1050,8,360,40,1,1.62437135
1051,8,363,40,1,0.693259431
1052,8,366,120,1,1.260380857
1053,8,370,0,1,0.780350501
1054,8,376,40,1,0.974030947
1055,8,378,160,1,1.512412903
1056,8,385,40,1,1.407147288
1057,8,386,0,1,0.855930321
1058,8,388,160,1,1.507574429
1059,8,401,80,1,0.850750514
1060,8,403,120,1,1.080995206
1061,8,418,80,1,0.977665637
1062,8,422,40,1,0.887928504
1063,8,425,160,1,1.373058074
1064,8,427,0,1,0.978478857
1065,8,429,80,1,2.030817373
1066,8,440,160,1,0.903177281
1067,8,441,40,1,0.750182974
1068,8,444,0,1,0.654429111
1069,8,446,80,1,0.872795327
1070,8,448,80,1,0.893451103
1071,8,453,40,1,0.852722298
1072,8,454,120,1,1.010043808
1073,8,456,80,1,1.215191378
1074,8,461,120,1,1.492861355
1075,8,464,120,1,0.930453321
1076,8,465,120,1,0.89740087
1077,8,468,80,1,0.802844226
1078,8,471,160,1,1.222969477
1079,8,472,40,1,0.899095868
1080,8,476,160,1,1.352966446
1081,8,483,160,1,1.406551778
1082,8,489,80,1,0.858182903
1083,8,490,80,1,0.826383832
1084,8,493,120,1,1.077639125
1085,8,500,160,1,1.560214894
1086,8,503,120,1,1.597616063
1087,8,507,80,1,1.241858414
1088,8,508,120,1,0.880617551
1089,8,510,160,1,1.455268733
1090,8,516,80,1,0.790862549
1091,8,533,40,1,1.599610092
1092,8,536,120,1,2.988125172
1093,8,537,40,1,0.889952071
1094,8,541,80,1,1.150615184
1095,8,550,120,1,1.136123466
1096,8,559,160,1,1.409489944
1097,8,566,160,1,1.914046708
1098,8,568,160,1,2.198064173
1099,8,569,0,1,0.687984445
1100,8,570,80,1,0.85551423
1101,8,572,120,1,1.261042737
1102,8,576,120,1,1.913139038
1103,9,11,40,1,1.160599186
1104,9,13,40,1,0.87285404
1105,9,16,80,1,1.28798656
1106,9,21,40,1,0.990622448
1107,9,22,0,1,0.811067225
1108,9,23,40,1,0.982374652
1109,9,26,80,1,2.189634405
1110,9,28,0,1,0.755740218
1111,9,50,160,1,2.339977543
1112,9,54,160,1,2.007431295
1113,9,55,160,1,1.4254192
1114,9,59,0,1,0.744168432
1115,9,63,80,1,1.358319837
1116,9,66,80,1,1.193744263
1117,9,70,0,1,0.775777144
1118,9,73,160,1,1.407255596
1119,9,77,40,1,0.739481662
1120,9,78,80,1,1.515997997
1121,9,82,160,1,1.86256736
1122,9,84,120,1,1.506893585
1123,9,85,120,1,1.123257458
1124,9,86,80,1,1.156468541
1125,9,88,160,1,1.135034555
1126,9,89,40,1,0.862818254
1127,9,92,120,1,2.388830886
1128,9,97,40,1,1.678480716
1129,9,101,80,1,1.174845114
1130,9,104,120,1,1.870784523
1131,9,120,120,1,1.561314382
1132,9,121,40,1,1.320821665
1133,9,126,0,1,0.771689896
1134,9,127,40,1,1.225541511
1135,9,128,80,1,1.190241585
1136,9,133,120,1,2.079346522
1137,9,136,80,1,1.189624924
1138,9,141,120,1,1.804309115
1139,9,144,40,1,0.810562518
1140,9,145,160,1,2.350547574
1141,9,146,120,1,1.083697064
1142,9,155,80,1,1.055750392
1143,9,156,120,1,2.079118237
1144,9,158,40,1,1.18927265
1145,9,160,160,1,2.218225088
1146,9,161,40,1,0.754241779
1147,9,173,120,1,2.090396826
1148,9,174,120,1,3.043191803
1149,9,176,160,1,3.361705821
1150,9,180,40,1,0.877153892
1151,9,188,160,1,2.19445428
1152,9,195,160,1,1.701566669
1153,9,200,40,1,0.987834892
1154,9,207,80,1,0.891590544
1155,9,208,80,1,0.910330696
1156,9,214,120,1,1.145673508
1157,9,215,80,1,0.999016843
1158,9,225,120,1,1.452796253
1159,9,236,120,1,0.971120131
1160,9,238,0,1,0.714645646
1161,9,247,160,1,2.239198129
1162,9,250,40,1,1.156239892
1163,9,252,120,1,1.581284209
1164,9,256,160,1,0.89423369
1165,9,258,160,1,2.743398973
1166,9,264,80,1,0.805356819
1167,9,275,0,1,0.773229543
1168,9,276,0,1,1.03463367
1169,9,277,80,1,1.492490118
1170,9,285,40,1,1.49169258
1171,9,288,80,1,1.923935895
1172,9,291,0,1,0.69781419
1173,9,292,120,1,1.304976648
1174,9,293,40,1,0.783198593
1175,9,299,80,1,1.358882527
1176,9,327,160,1,1.691688787
1177,9,341,40,1,0.958673497
1178,9,350,80,1,1.323869598
1179,9,351,120,1,1.254925722
1180,9,353,40,1,1.338881338
1181,9,355,40,1,0.858274436
1182,9,356,80,1,1.028268678
1183,9,357,40,1,0.851992953
1184,9,361,80,1,1.552194289
1185,9,362,40,1,0.771879161
1186,9,363,40,1,1.37478808
1187,9,365,120,1,1.597127038
1188,9,366,40,1,1.03305245
1189,9,372,0,1,0.83088863
1190,9,377,120,1,1.44035436
1191,9,378,120,1,1.608505547
1192,9,381,40,1,1.129916742
1193,9,385,160,1,1.668074059
1194,9,386,160,1,1.741666414
1195,9,399,120,1,1.436388911
1196,9,401,0,1,0.888470407
1197,9,402,40,1,0.926176807
1198,9,410,80,1,1.007552731
1199,9,422,120,1,1.558864877
1200,9,430,80,1,0.97033718
1201,9,431,80,1,0.862544021
1202,9,436,0,1,1.478602663
1203,9,437,120,1,1.360034892
1204,9,453,120,1,0.990117377
1205,9,454,40,1,0.810925003
1206,9,460,80,1,1.236516328
1207,9,463,120,1,1.557526529
1208,9,465,80,1,0.80179944
1209,9,467,120,1,1.428536785
1210,9,470,80,1,0.993927475
1211,9,472,80,1,1.433899658
1212,9,474,80,1,1.14087843
1213,9,475,80,1,1.517540926
1214,9,490,160,1,2.845659687
1215,9,497,80,1,1.124196125
1216,9,499,0,1,0.739641753
1217,9,500,0,1,0.667825353
1218,9,504,40,1,1.177972181
1219,9,508,40,1,0.941939773
1220,9,513,0,1,0.68728865
1221,9,518,120,1,0.952954704
1222,9,520,120,1,1.242116967
1223,9,534,120,1,0.994797218
1224,9,536,120,1,1.769180585
1225,9,539,40,1,0.69937827
1226,9,542,80,1,1.03423873
1227,9,543,160,1,2.250249527
1228,9,544,40,1,0.682923885
1229,9,549,0,1,0.723576109
1230,9,557,80,1,1.056892911
1231,9,560,120,1,1.275616871
1232,9,569,160,1,1.429036021
1233,9,574,40,1,0.878244627
1234,9,575,160,1,1.624005219
1235,10,14,80,1,1.511656572
1236,10,16,80,1,1.841022512
1237,10,27,0,1,0.691951351
1238,10,36,40,1,1.3629654
1239,10,42,160,1,3.176660454
1240,10,44,80,1,0.875751727
1241,10,45,120,1,1.923015462
1242,10,50,120,1,1.373586119
1243,10,52,160,1,2.087535241
1244,10,54,80,1,1.151069566
1245,10,64,120,1,1.625695111
1246,10,68,120,1,1.08667899
1247,10,70,0,1,0.606089227
1248,10,71,80,1,1.272642967
1249,10,74,80,1,0.73694026
1250,10,76,40,1,0.692394793
1251,10,83,40,1,1.149858854
1252,10,88,40,1,0.871591544
1253,10,92,160,1,1.858555598
1254,10,96,120,1,1.261995261
1255,10,97,40,1,1.057916182
1256,10,105,80,1,1.395261155
1257,10,110,80,1,0.990996238
1258,10,112,40,1,1.207449383
1259,10,117,0,1,0.624895385
1260,10,120,120,1,1.570647443
1261,10,130,40,1,0.676163223
1262,10,131,40,1,0.610255975
1263,10,142,80,1,1.562393083
1264,10,143,120,1,2.091945954
1265,10,144,40,1,0.971951585
1266,10,149,160,1,1.274052061
1267,10,152,40,1,0.84927979
1268,10,157,0,1,0.593958399
1269,10,161,120,1,1.742916876
1270,10,164,160,1,1.82981394
1271,10,168,120,1,1.40142813
1272,10,184,80,1,1.204086738
1273,10,188,80,1,0.970007516
1274,10,192,80,1,1.200547227
1275,10,200,160,1,3.876227989
1276,10,209,0,1,0.728765763
1277,10,210,40,1,1.085341736
1278,10,213,0,1,0.70754365
1279,10,223,120,1,1.040096098
1280,10,225,40,1,0.758485836
1281,10,228,160,1,1.494151566
1282,10,229,80,1,1.009759364
1283,10,230,40,1,0.875868422
1284,10,234,80,1,1.029561441
1285,10,241,120,1,1.332920403
1286,10,246,160,1,2.875071613
1287,10,248,40,1,0.855521524
1288,10,257,120,1,1.640298419
1289,10,259,0,1,0.70598504
1290,10,260,0,1,0.588972962
1291,10,265,120,1,1.61449675
1292,10,266,80,1,1.861813217
1293,10,267,80,1,0.858715689
1294,10,272,40,1,0.626307396
1295,10,274,120,1,2.127916878
1296,10,275,160,1,1.384318429
1297,10,276,40,1,0.766750772
1298,10,277,160,1,1.729762048
1299,10,293,40,1,0.727145888
1300,10,294,120,1,1.081484961
1301,10,296,160,1,1.692161038
1302,10,307,80,1,0.890919182
1303,10,308,80,1,1.951923775
1304,10,309,80,1,0.949035204
1305,10,312,80,1,1.181435839
1306,10,316,0,1,0.627762439
1307,10,325,80,1,1.460756323
1308,10,326,120,1,1.537111802
1309,10,331,0,1,0.721334103
1310,10,334,80,1,1.319037323
1311,10,339,160,1,2.569425061
1312,10,341,120,1,1.877458394
1313,10,342,80,1,0.84824412
1314,10,343,80,1,0.845520017
1315,10,350,160,1,2.035917682
1316,10,355,120,1,2.088690888
1317,10,366,80,1,1.027383618
1318,10,368,0,1,0.627610371
1319,10,370,160,1,1.30687805
1320,10,371,80,1,1.04891716
1321,10,373,80,1,0.671157729
1322,10,379,120,1,2.526060768
1323,10,381,80,1,1.428330016
1324,10,383,120,1,1.291543575
1325,10,384,80,1,1.012160732
1326,10,391,160,1,1.511317427
1327,10,394,40,1,0.888374863
1328,10,400,120,1,2.179573457
1329,10,402,80,1,0.683364774
1330,10,403,40,1,0.725789306
1331,10,406,40,1,0.905868564
1332,10,408,40,1,0.889386099
1333,10,412,40,1,2.055304397
1334,10,413,120,1,1.145177918
1335,10,414,40,1,0.664614776
1336,10,432,80,1,1.178554563
1337,10,433,160,1,1.035922423
1338,10,434,120,1,1.325019045
1339,10,438,120,1,3.7610586
1340,10,439,120,1,1.088825452
1341,10,441,80,1,3.347090114
1342,10,442,0,1,0.632588514
1343,10,445,0,1,0.709641246
1344,10,454,40,1,0.698601153
1345,10,458,120,1,1.036692611
1346,10,460,120,1,3.076135581
1347,10,461,40,1,0.828854852
1348,10,477,160,1,1.530885749
1349,10,479,0,1,0.686215783
1350,10,486,40,1,1.185078188
1351,10,490,120,1,2.091299755
1352,10,493,0,1,0.556779315
1353,10,494,120,1,1.061759464
1354,10,499,120,1,1.248994689
1355,10,502,160,1,1.288218127
1356,10,504,40,1,0.885260925
1357,10,513,40,1,0.669933889
1358,10,524,160,1,1.261054771
1359,10,532,160,1,1.80933576
1360,10,544,160,1,1.370538917
1361,10,547,40,1,0.70998805
1362,10,549,40,1,0.712484597
1363,10,550,160,1,1.314282724
1364,10,551,40,1,1.206374693
1365,10,566,0,1,0.575490293
1366,10,570,40,1,0.773477155
1367,11,8,40,1,3.322982349
1368,11,15,120,1,3.011269837
1369,11,16,80,1,1.333381713
1370,11,21,80,1,1.466615515
1371,11,35,160,1,2.160719163
1372,11,38,40,1,1.904933179
1373,11,43,160,1,2.278643287
1374,11,44,160,1,2.992070198
1375,11,45,160,1,1.42333145
1376,11,51,160,1,2.169155131
1377,11,59,40,1,2.852880201
1378,11,60,120,1,2.58543564
1379,11,62,80,1,1.533485864
1380,11,63,40,1,1.595116963
1381,11,66,40,1,1.05667666
1382,11,67,160,1,2.380056867
1383,11,74,160,1,1.60817333
1384,11,76,160,1,2.030235356
1385,11,78,80,1,1.96772649
1386,11,86,80,1,1.632766474
1387,11,87,40,1,1.938743054
1388,11,95,80,1,2.091878125
1389,11,98,40,1,0.906762741
1390,11,104,0,1,1.82138709
1391,11,111,80,1,1.645264528
1392,11,114,0,1,0.781846023
1393,11,117,40,1,1.19875778
1394,11,123,80,1,1.561346108
1395,11,124,120,1,1.7570173
1396,11,127,120,1,1.82975304
1397,11,130,120,1,1.526207367
1398,11,131,120,1,1.895601212
1399,11,135,120,1,3.474772873
1400,11,141,80,1,1.310493413
1401,11,149,0,1,1.056372158
1402,11,152,80,1,0.975225614
1403,11,153,160,1,2.522582523
1404,11,156,0,1,0.967574057
1405,11,157,40,1,2.1789743
1406,11,159,80,1,1.816097516
1407,11,166,40,1,1.750301858
1408,11,168,0,1,0.873446997
1409,11,171,160,1,1.665920304
1410,11,177,120,1,1.596194206
1411,11,179,0,1,0.942328149
1412,11,181,40,1,1.221628211
1413,11,196,80,1,1.046494641
1414,11,202,160,1,3.036781955
1415,11,208,120,1,1.212636848
1416,11,211,40,1,1.422114903
1417,11,215,0,1,1.343250479
1418,11,217,120,1,1.15221172
1419,11,219,160,1,2.074714817
1420,11,220,160,1,1.740392614
1421,11,223,120,1,1.226428395
1422,11,228,40,1,0.925174687
1423,11,239,80,1,0.706908756
1424,11,241,120,1,2.330105861
1425,11,244,40,1,0.787226765
1426,11,248,80,1,1.856409136
1427,11,249,120,1,1.422311826
1428,11,255,40,1,1.039299289
1429,11,256,80,1,1.062388889
1430,11,262,120,1,1.482386869
1431,11,265,40,1,1.156184462
1432,11,267,120,1,1.566995613
1433,11,279,0,1,0.873522119
1434,11,294,160,1,1.673613069
1435,11,295,40,1,0.904110114
1436,11,303,120,1,1.761343045
1437,11,306,120,1,1.883068879
1438,11,307,0,1,0.948925438
1439,11,313,0,1,0.755490417
1440,11,317,80,1,0.743817982
1441,11,328,80,1,1.246187441
1442,11,329,40,1,0.990675691
1443,11,334,160,1,1.122136455
1444,11,339,40,1,1.24640515
1445,11,344,40,1,0.776286956
1446,11,345,160,1,1.358093741
1447,11,351,40,1,1.257934999
1448,11,355,120,1,3.25536187
1449,11,356,120,1,1.244561002
1450,11,359,120,1,1.379777893
1451,11,368,40,1,1.169146378
1452,11,371,120,1,1.676481947
1453,11,375,160,1,1.709979298
1454,11,378,120,1,1.091648017
1455,11,379,0,1,1.113390152
1456,11,382,40,1,1.574739068
1457,11,383,40,1,0.911229613
1458,11,386,160,1,1.457124915
1459,11,389,80,1,1.056177423
1460,11,392,120,1,1.024207685
1461,11,394,80,1,1.374287749
1462,11,396,0,1,0.776642512
1463,11,398,160,1,1.558334643
1464,11,406,160,1,1.987664226
1465,11,407,80,1,1.042434743
1466,11,415,160,1,1.614061696
1467,11,421,80,1,1.397835013
1468,11,428,40,1,1.143395035
1469,11,430,160,1,1.134960526
1470,11,436,80,1,1.006983112
1471,11,441,80,1,0.8562877
1472,11,442,120,1,3.223557693
1473,11,448,40,1,0.992073845
1474,11,449,120,1,1.608682778
1475,11,451,80,1,0.983533581
1476,11,455,0,1,0.771393052
1477,11,459,40,1,1.308587635
1478,11,464,160,1,1.888331467
1479,11,467,120,1,0.97766272
1480,11,475,120,1,1.193255238
1481,11,479,0,1,0.664017443
1482,11,484,0,1,0.643959365
1483,11,489,120,1,1.042764771
1484,11,490,80,1,1.07282399
1485,11,491,40,1,1.303339998
1486,11,495,120,1,1.807978449
1487,11,497,80,1,1.056054164
1488,11,499,40,1,0.748865413
1489,11,510,0,1,0.663682309
1490,11,515,80,1,1.045291587
1491,11,519,160,1,1.585867776
1492,11,526,40,1,2.469732371
1493,11,529,120,1,1.228578503
1494,11,533,80,1,1.685900706
1495,11,534,80,1,1.232537387
1496,11,536,120,1,2.452992812
1497,11,540,80,1,2.474273636
1498,11,541,40,1,0.743991931
1499,11,554,40,1,0.868673435
1500,11,557,80,1,3.600857637
1501,11,564,160,1,1.682220797
1502,11,568,160,1,1.303528899
1503,11,573,160,1,3.554301001
1504,12,21,160,1,3.799926482
1505,12,22,120,1,2.586424996
1506,12,24,160,1,3.385498874
1507,12,26,40,1,2.136930122
1508,12,35,120,1,2.338725988
1509,12,36,0,1,0.932244956
1510,12,42,160,1,3.847992861
1511,12,50,40,1,2.33791131
1512,12,53,80,1,2.307884182
1513,12,55,40,1,1.252694291
1514,12,57,120,1,1.822993837
1515,12,58,40,1,1.400089418
1516,12,61,120,1,2.556261845
1517,12,63,80,1,1.26149566
1518,12,71,40,1,1.25921354
1519,12,72,80,1,2.639057074
1520,12,73,40,1,1.67255953
1521,12,88,80,1,1.47936884
1522,12,100,0,1,0.837122705
1523,12,106,0,1,1.107595142
1524,12,110,80,1,2.495335293
1525,12,114,80,1,2.826900572
1526,12,117,40,1,1.46592045
1527,12,118,80,1,1.373023065
1528,12,119,160,1,3.224872337
1529,12,125,40,1,2.045880897
1530,12,129,0,1,0.779628085
1531,12,133,80,1,1.587573349
1532,12,134,40,1,1.088425406
1533,12,138,40,1,1.955732049
1534,12,151,160,1,2.988786687
1535,12,154,120,1,1.895401371
1536,12,160,120,1,1.478343745
1537,12,162,80,1,1.071137016
1538,12,163,120,1,2.129588901
1539,12,164,160,1,2.278643652
1540,12,168,120,1,1.488301491
1541,12,169,80,1,1.16120199
1542,12,172,40,1,0.707997303
1543,12,175,0,1,0.539897899
1544,12,179,160,1,3.065327784
1545,12,181,40,1,0.897738557
1546,12,182,160,1,1.861427758
1547,12,190,0,1,0.623054154
1548,12,195,80,1,1.002437106
1549,12,197,160,1,1.701628663
1550,12,198,120,1,2.024453839
1551,12,201,120,1,1.797894892
1552,12,206,40,1,1.014455615
1553,12,211,0,1,0.905199755
1554,12,214,120,1,1.82921296
1555,12,215,160,1,2.528431504
1556,12,218,120,1,1.119409435
1557,12,220,0,1,0.795984738
1558,12,223,40,1,1.203269507
1559,12,224,120,1,1.999165265
1560,12,225,120,1,1.523303845
1561,12,240,80,1,1.260821746
1562,12,244,160,1,3.499294906
1563,12,245,120,1,1.861870106
1564,12,255,40,1,1.308669686
1565,12,263,80,1,0.951531752
1566,12,270,40,1,0.920025148
1567,12,272,80,1,1.628739397
1568,12,273,80,1,0.927232169
1569,12,281,160,1,1.401540814
1570,12,283,80,1,1.123563419
1571,12,295,160,1,2.27213279
1572,12,298,160,1,2.727919722
1573,12,301,40,1,0.79276468
1574,12,307,40,1,1.186073743
1575,12,310,0,1,0.75936652
1576,12,321,160,1,1.984899279
1577,12,323,40,1,0.997575658
1578,12,325,160,1,1.996996558
1579,12,326,40,1,0.978768042
1580,12,330,160,1,1.645252858
1581,12,331,120,1,2.46638249
1582,12,334,80,1,1.090758945
1583,12,335,160,1,1.832964346
1584,12,337,80,1,0.947421529
1585,12,339,120,1,1.355842618
1586,12,343,0,1,0.778985897
1587,12,354,80,1,1.008937757
1588,12,356,80,1,0.841383173
1589,12,361,120,1,2.821723318
1590,12,366,40,1,0.894542568
1591,12,367,120,1,1.553209537
1592,12,369,120,1,1.509505369
1593,12,372,80,1,1.041243358
1594,12,375,40,1,0.825414532
1595,12,382,80,1,1.107146595
1596,12,389,120,1,1.670083404
1597,12,390,0,1,0.709765235
1598,12,393,80,1,0.998573037
1599,12,394,80,1,1.394885542
1600,12,406,40,1,1.026724654
1601,12,407,80,1,1.953117712
1602,12,412,120,1,1.792061227
1603,12,416,120,1,2.203763274
1604,12,418,120,1,1.656215276
1605,12,422,0,1,0.702822966
1606,12,425,160,1,1.780456621
1607,12,429,120,1,2.190533687
1608,12,430,80,1,1.291218287
1609,12,433,120,1,1.40270813
1610,12,441,120,1,1.280181476
1611,12,443,160,1,1.904245407
1612,12,448,80,1,1.314891727
1613,12,455,40,1,1.226650845
1614,12,457,0,1,0.941444548
1615,12,461,80,1,1.223681317
1616,12,463,120,1,2.220453237
1617,12,466,160,1,1.844462103
1618,12,477,80,1,1.630469403
1619,12,489,40,1,0.920087142
1620,12,491,0,1,0.650642717
1621,12,495,120,1,1.924299838
1622,12,496,120,1,1.115815953
1623,12,497,160,1,2.554524181
1624,12,498,80,1,1.062597482
1625,12,510,120,1,1.542790116
1626,12,519,80,1,0.97669962
1627,12,530,0,1,0.709532939
1628,12,531,40,1,1.798689878
1629,12,542,80,1,1.513304162
1630,12,543,40,1,0.907981111
1631,12,548,160,1,2.992686859
1632,12,552,40,1,0.850723528
1633,12,554,40,1,0.883359523
1634,12,558,40,1,0.623973493
1635,12,561,0,1,0.777601236
1636,12,564,40,1,1.042230526
1637,12,565,40,1,1.582097063
1638,13,4,40,1,0.818649129
1639,13,12,120,1,0.892574066
1640,13,22,160,1,1.712095856
1641,13,34,80,1,1.086166625
1642,13,36,40,1,1.795672213
1643,13,46,160,1,2.670566595
1644,13,50,120,1,1.592224381
1645,13,52,80,1,1.674505787
1646,13,60,80,1,1.228085466
1647,13,63,0,1,0.788586263
1648,13,68,0,1,0.825662874
1649,13,71,40,1,0.678463212
1650,13,75,40,1,0.773023138
1651,13,78,120,1,1.156419311
1652,13,79,80,1,0.992459303
1653,13,89,0,1,0.6885351
1654,13,93,120,1,1.336583173
1655,13,101,40,1,0.751438906
1656,13,108,120,1,1.00732007
1657,13,118,40,1,0.783694183
1658,13,122,80,1,1.027462387
1659,13,123,120,1,1.323771136
1660,13,124,120,1,1.473972782
1661,13,127,120,1,1.197369472
1662,13,130,80,1,1.463327629
1663,13,133,160,1,1.27862943
1664,13,135,80,1,1.039618378
1665,13,137,80,1,0.988696249
1666,13,139,40,1,1.070154953
1667,13,147,120,1,1.113671679
1668,13,150,160,1,2.16478599
1669,13,153,160,1,1.610552818
1670,13,154,80,1,1.20763646
1671,13,161,80,1,0.885469518
1672,13,162,0,1,0.735915895
1673,13,167,160,1,1.179480101
1674,13,172,160,1,1.207666363
1675,13,182,120,1,1.325801632
1676,13,183,0,1,0.695154999
1677,13,186,0,1,0.650209121
1678,13,188,80,1,0.828712994
1679,13,196,40,1,2.858609934
1680,13,197,40,1,0.604072224
1681,13,199,40,1,0.81518073
1682,13,206,80,1,1.526329167
1683,13,207,160,1,3.147188722
1684,13,208,80,1,1.272562374
1685,13,211,0,1,0.725531847
1686,13,218,160,1,1.390121826
1687,13,221,40,1,0.772601577
1688,13,230,160,1,1.322240241
1689,13,235,80,1,0.708941075
1690,13,239,40,1,0.914828566
1691,13,242,40,1,0.742687862
1692,13,248,120,1,0.948157438
1693,13,250,120,1,1.154109475
1694,13,251,160,1,1.292721466
1695,13,252,0,1,0.588227936
1696,13,256,40,1,0.822626976
1697,13,261,160,1,1.406680143
1698,13,262,160,1,1.357914686
